CUSTOMER_ID,CREATION_DATE,REGIONAL_CODE,ORIGIN
"FN01019516",2004-01-01,34,"WEB"
"FN01027667",2003-02-22,60,"WEB"
"FN01038938",2015-10-22,13,"PHONE"
"FN01107871",2014-12-02,46,"WEB"
"FN01121657",2009-03-01,18,"WEB"
"FN02348656",2012-04-07,1,"STORE"
"FN02668462",2017-08-21,27,"WEB"
"FN02875058",2015-11-25,1,"STORE"
"FN03203217",2016-02-25,68,"WEB"
"FN03222639",2015-03-09,3,"WEB"
"FN03638951",2015-09-02,41,"PHONE"
"FN03972544",2016-12-23,78,"STORE"
"FN04311773",2017-03-17,4,"STORE"
"FN04344578",2019-03-12,58,"STORE"
"FN04344780",2018-03-18,28,"WEB"
"FN04361485",2018-03-20,11,"STORE"
"FN04430417",2016-04-18,60,"WEB"
"FN04658951",2019-07-16,8,"STORE"
"FN04874101",2016-09-27,31,"WEB"
"FN04890806",2015-10-07,44,"WEB"
"FN05031388",2015-12-09,21,"PHONE"
"FO00312491",2005-02-17,1,"WEB"
"FO00312693",2005-06-21,11,"WEB"
"FO00340064",2006-01-04,36,"WEB"
"FO00387059",2005-08-14,19,"WEB"
"FO00395210",2002-03-18,13,"WEB"
"FO00406280",2005-01-06,23,"WEB"
"FO00425500",2011-05-05,17,"WEB"
"FO00527843",2011-02-10,8,"WEB"
"FO00751144",2011-01-10,36,"WEB"
"FO00753659",2014-08-19,47,"WEB"
"FO00792503",2007-12-09,28,"WEB"
"FO00969011",2002-02-16,32,"WEB"
"FO00985313",2002-12-20,70,"WEB"
"FO00993867",2004-06-12,41,"WEB"
"FO01013087",2002-09-14,7,"WEB"
"FO01018521",2007-09-06,22,"WEB"
"FO01040459",2008-12-11,46,"WEB"
"FO01056962",2012-07-13,40,"STORE"
"FO01062598",2010-09-22,45,"WEB"
"FO01101039",2008-03-15,77,"PHONE"
"FO01109391",2005-10-12,28,"WEB"
"FO01109593",2011-02-16,13,"WEB"
"FO01247256",2015-01-16,18,"WEB"
"FO01481627",2016-03-15,67,"STORE"
"FO01602988",2016-04-19,40,"STORE"
"FO02358730",2013-04-06,20,"STORE"
"FO02364164",2015-03-27,58,"STORE"
"FO02995626",2015-01-03,57,"STORE"
"FO03433876",2015-05-29,41,"PHONE"
"FO03897183",2015-12-10,25,"WEB"
"FO04015827",2017-12-29,21,"WEB"
"FO04134069",2015-02-15,8,"STORE"
"FO04208838",2017-02-17,36,"STORE"
"FO04263984",2016-03-10,61,"WEB"
"FO04456794",2019-04-07,71,"PHONE"
"FO04489801",2015-05-10,46,"PHONE"
"FO04829231",2016-09-14,44,"STORE"
"FO04887094",2016-09-29,60,"PHONE"
"FO04966894",2016-10-24,36,"WEB"
"FP00297710",2009-04-03,6,"WEB"
"FP00325485",2003-01-29,1,"WEB"
"FP00339070",2004-02-08,36,"WEB"
"FP00394417",2001-03-24,13,"WEB"
"FP00402568",2008-09-06,30,"WEB"
"FP00413839",2003-01-04,8,"WEB"
"FP00435777",2002-03-17,44,"WEB"
"FP00750149",2012-01-25,31,"STORE"
"FP00772087",2010-05-10,36,"STORE"
"FP00783358",2013-09-22,13,"WEB"
"FP00984318",2004-01-17,62,"WEB"
"FP00992671",2003-03-02,41,"WEB"
"FP00992872",2005-04-27,41,"WEB"
"FP01050534",2011-12-23,9,"WEB"
"FP01053251",2001-09-14,71,"WEB"
"FP01067239",2002-04-19,59,"WEB"
"FP01078107",2003-09-25,49,"WEB"
"FP01100447",2015-03-01,35,"WEB"
"FP01122183",2012-12-25,23,"STORE"
"FP01397913",2001-10-29,24,"WEB"
"FP01408983",2011-03-21,19,"STORE"
"FP02376956",2014-04-03,42,"STORE"
"FP02415397",2015-04-12,42,"STORE"
"FP02534243",2014-07-28,17,"STORE"
"FP02807055",2014-10-23,36,"WEB"
"FP03157353",2018-01-30,36,"WEB"
"FP03468605",2015-07-13,69,"WEB"
"FP03523953",2018-07-17,1,"WEB"
"FP03964919",2017-12-15,11,"PHONE"
"FP04237932",2014-03-17,15,"WEB"
"FP04309783",2016-03-22,37,"PHONE"
"FP04362212",2016-04-01,43,"STORE"
"FP04593866",2016-06-24,58,"STORE"
"FP04632307",2019-07-08,1,"STORE"
"FP04949396",2015-10-24,13,"WEB"
"FQ00313622",2006-12-21,11,"PHONE"
"FQ00324691",2004-04-15,1,"STORE"
"FQ00343710",2001-05-25,21,"WEB"
"FQ00352063",2003-06-21,3,"WEB"
"FQ00360415",2002-10-26,12,"WEB"
"FQ00396139",2009-07-19,13,"WEB"
"FQ00404290",2004-12-16,23,"WEB"
"FQ00415360",2003-02-21,64,"WEB"
"FQ00429146",2005-01-03,31,"WEB"
"FQ00434782",2003-02-19,50,"WEB"
"FQ00440216",2001-12-28,47,"WEB"
"FQ00741003",2012-01-26,42,"STORE"
"FQ01008179",2007-04-11,52,"WEB"
"FQ01008381",2009-04-27,52,"WEB"
"FQ01027803",2012-03-06,4,"STORE"
"FQ01049539",2004-11-14,7,"WEB"
"FQ01121390",2010-02-01,18,"WEB"
"FQ01203907",2012-01-23,37,"STORE"
"FQ01267406",2011-02-13,3,"STORE"
"FQ01397120",2002-09-05,24,"WEB"
"FQ01446832",2011-04-07,17,"STORE"
"FQ02237895",2016-01-29,40,"STORE"
"FQ02282374",2014-02-28,6,"WEB"
"FQ02436541",2013-05-05,40,"STORE"
"FQ02455963",2014-05-09,4,"STORE"
"FQ03454025",2013-06-29,17,"WEB"
"FQ04181791",2017-02-12,34,"WEB"
"FQ04397143",2018-03-30,29,"STORE"
"FQ04424514",2019-03-28,75,"STORE"
"FQ04441219",2019-04-03,48,"PHONE"
"FQ04882387",2015-10-05,36,"PHONE"
"FQ05053461",2017-12-06,7,"PHONE"
"FR00298841",2010-02-25,6,"WEB"
"FR00312426",2004-11-11,42,"WEB"
"FR00386792",2002-08-28,16,"WEB"
"FR00386994",2006-04-04,16,"WEB"
"FR00395145",2006-01-08,13,"WEB"
"FR00403497",2011-08-06,30,"STORE"
"FR00406214",2004-05-09,23,"WEB"
"FR00414365",2005-02-19,54,"WEB"
"FR00414567",2006-08-31,54,"WEB"
"FR00778651",2002-04-02,7,"WEB"
"FR00839030",2007-09-24,59,"WEB"
"FR00853018",2006-10-21,60,"STORE"
"FR00863886",2004-12-27,40,"WEB"
"FR00891660",2013-08-10,13,"WEB"
"FR00916516",2003-09-15,35,"WEB"
"FR00921950",2010-09-06,42,"WEB"
"FR00968744",2006-06-20,64,"WEB"
"FR00985449",2003-03-16,62,"WEB"
"FR01026607",2010-05-24,4,"PHONE"
"FR01040595",2004-04-20,46,"WEB"
"FR01062331",2013-11-27,45,"WEB"
"FR01067966",2014-09-01,56,"STORE"
"FR01109527",2005-08-24,37,"WEB"
"FR01112244",2014-12-08,9,"WEB"
"FR01128748",2012-12-31,11,"WEB"
"FR01393408",2005-03-03,38,"WEB"
"FR01451271",2011-04-08,11,"STORE"
"FR01760210",2014-08-09,70,"STORE"
"FR01837293",2014-08-24,42,"WEB"
"FR02576129",2012-08-25,30,"STORE"
"FR02782926",2012-10-27,47,"WEB"
"FR03425659",2014-05-31,1,"WEB"
"FR03549738",2016-08-04,77,"STORE"
"FR03665464",2015-09-09,5,"PHONE"
"FR03717691",2015-09-22,22,"STORE"
"FR04062354",2015-01-26,71,"STORE"
"FR04208571",2017-02-18,42,"WEB"
"FR04305278",2019-03-03,40,"PHONE"
"FR04385079",2015-04-14,1,"WEB"
"FR04451093",2016-04-22,56,"PHONE"
"FR04498289",2014-05-17,30,"STORE"
"FR04917318",2016-10-06,23,"PHONE"
"FR05046629",2019-11-20,36,"PHONE"
"FS00297846",2003-06-12,6,"WEB"
"FS00303481",2005-08-15,6,"WEB"
"FS00325217",2004-02-13,1,"WEB"
"FS00344639",2011-08-22,2,"WEB"
"FS00352790",2003-11-29,3,"WEB"
"FS00352992",2002-01-27,3,"WEB"
"FS00394351",2002-03-18,13,"WEB"
"FS00405219",2009-09-13,23,"WEB"
"FS00421723",2003-02-22,36,"WEB"
"FS00430277",2006-10-16,47,"STORE"
"FS00441145",2007-02-27,47,"WEB"
"FS00441346",2007-09-28,47,"STORE"
"FS00750083",2014-12-17,27,"PHONE"
"FS00780373",2010-07-23,7,"WEB"
"FS00838236",2010-09-19,59,"WEB"
"FS01050669",2004-09-26,26,"WEB"
"FS01078242",2001-10-01,49,"STORE"
"FS01111048",2009-03-11,37,"WEB"
"FS01111249",2002-12-10,37,"WEB"
"FS01398049",2007-12-24,24,"WEB"
"FS01505624",2014-04-04,11,"WEB"
"FS01816876",2013-08-23,1,"WEB"
"FS02153388",2015-12-29,31,"STORE"
"FS02409897",2017-03-29,60,"STORE"
"FS02735339",2014-09-30,42,"WEB"
"FS02922715",2014-12-13,34,"STORE"
"FS02944652",2014-12-19,31,"STORE"
"FS03633977",2014-09-07,16,"PHONE"
"FS03849329",2013-12-08,41,"WEB"
"FS04061359",2019-01-02,11,"WEB"
"FS04463884",2014-05-09,48,"STORE"
"FS04533018",2015-05-20,46,"PHONE"
"FS04913606",2019-09-18,68,"STORE"
"FT00324424",2005-07-27,1,"WEB"
"FT00360350",2003-10-22,8,"STORE"
"FT00385004",2010-04-17,25,"WEB"
"FT00396074",2005-04-10,13,"WEB"
"FT00404225",2002-04-06,23,"WEB"
"FT00404426",2003-02-10,23,"WEB"
"FT00415294",2006-05-11,64,"WEB"
"FT00429282",2010-05-12,27,"WEB"
"FT00440352",2002-05-25,47,"WEB"
"FT00785014",2014-04-09,36,"WEB"
"FT00958402",2014-09-02,27,"WEB"
"FT01019385",2003-01-18,34,"PHONE"
"FT01022102",2010-10-28,13,"WEB"
"FT01027334",2005-09-10,60,"WEB"
"FT01049675",2005-04-18,9,"WEB"
"FT01068694",2006-05-19,58,"WEB"
"FT01079763",2014-11-26,30,"WEB"
"FT01110053",2002-08-25,37,"PHONE"
"FT01661513",2015-05-19,30,"WEB"
"FT01672784",2011-06-23,16,"WEB"
"FT02075108",2011-12-31,72,"WEB"
"FT02797642",2017-09-28,3,"STORE"
"FT03087360",2014-02-02,68,"STORE"
"FT03660556",2018-08-19,19,"STORE"
"FT03729690",2013-10-07,5,"STORE"
"FT03837265",2018-10-12,7,"PHONE"
"FT03853567",2013-12-08,23,"STORE"
"FT03925619",2016-12-11,3,"STORE"
"FT04214934",2018-02-12,7,"STORE"
"FT04256294",2018-02-25,20,"STORE"
"FT04581736",2016-06-08,4,"STORE"
"FT04642316",2019-07-10,49,"PHONE"
"FT04829893",2017-09-08,47,"PHONE"
"FT04873768",2016-09-27,56,"PHONE"
"FT04932034",2014-10-24,47,"WEB"
"FU00312360",2008-05-11,42,"WEB"
"FU00312561",2002-10-23,11,"WEB"
"FU00386726",2007-03-25,16,"WEB"
"FU00395079",2001-02-04,13,"WEB"
"FU00395280",2002-01-18,13,"WEB"
"FU00403230",2006-06-12,30,"WEB"
"FU00403431",2004-06-01,11,"WEB"
"FU00406148",2003-07-16,42,"WEB"
"FU00406350",2004-01-25,42,"STORE"
"FU00414299",2010-04-12,54,"WEB"
"FU00414501",2008-04-25,54,"WEB"
"FU00422652",2011-12-04,36,"WEB"
"FU00968476",2015-09-01,14,"WEB"
"FU01012956",2012-04-21,22,"WEB"
"FU01018188",2003-03-20,34,"WEB"
"FU01040327",2002-03-19,46,"WEB"
"FU01040529",2006-02-17,46,"WEB"
"FU01054114",2001-08-14,66,"WEB"
"FU01057032",2007-08-12,40,"WEB"
"FU01062265",2005-01-11,33,"STORE"
"FU01062466",2002-08-10,45,"WEB"
"FU01067900",2004-11-21,56,"WEB"
"FU01100907",2002-09-19,78,"STORE"
"FU01109260",2006-01-25,28,"STORE"
"FU01109461",2001-10-30,13,"STORE"
"FU01120329",2010-02-26,25,"PHONE"
"FU01393342",2003-04-04,38,"WEB"
"FU01702281",2014-07-16,27,"STORE"
"FU01884222",2012-09-19,26,"WEB"
"FU02228885",2017-01-18,19,"STORE"
"FU02564993",2014-08-11,53,"STORE"
"FU02804999",2015-10-15,30,"STORE"
"FU02918008",2016-11-29,7,"STORE"
"FU03615686",2018-08-09,10,"PHONE"
"FU03736846",2016-09-19,73,"PHONE"
"FU03998789",2016-01-06,70,"PHONE"
"FU04200153",2014-03-07,50,"PHONE"
"FU04715687",2019-07-31,54,"PHONE"
"FU04751814",2018-08-14,26,"STORE"
"FU04856269",2017-09-16,28,"WEB"
"FU05043846",2017-12-02,30,"WEB"
"FV00314082",2005-07-21,11,"WEB"
"FV00325353",2009-04-18,1,"WEB"
"FV00338938",2005-03-16,36,"WEB"
"FV00352926",2003-02-04,3,"WEB"
"FV00372147",2004-01-15,48,"WEB"
"FV00385732",2006-02-01,20,"WEB"
"FV00391367",2007-02-19,10,"WEB"
"FV00394286",2008-12-31,13,"WEB"
"FV00397003",2009-08-17,13,"WEB"
"FV00402437",2004-05-19,30,"WEB"
"FV00421657",2003-01-02,36,"WEB"
"FV00421859",2003-02-13,36,"WEB"
"FV00435444",2008-01-25,50,"WEB"
"FV00435645",2003-05-25,44,"WEB"
"FV00440878",2004-08-13,47,"WEB"
"FV00441079",2010-03-25,47,"WEB"
"FV00992338",2012-04-30,41,"WEB"
"FV01050402",2013-01-19,9,"WEB"
"FV01050604",2003-04-10,9,"WEB"
"FV01053119",2007-12-12,66,"PHONE"
"FV01067107",2006-04-09,59,"WEB"
"FV01075258",2013-12-05,3,"STORE"
"FV01110982",2011-08-20,37,"WEB"
"FV01166330",2011-01-21,66,"STORE"
"FV01397983",2002-08-25,24,"WEB"
"FV01568654",2013-04-30,38,"STORE"
"FV02630214",2012-09-09,65,"STORE"
"FV03010802",2015-01-07,40,"STORE"
"FV03096440",2014-02-05,41,"WEB"
"FV03148869",2014-02-22,36,"STORE"
"FV03162454",2016-02-13,7,"STORE"
"FV03267312",2016-03-19,47,"WEB"
"FV03438184",2017-05-21,46,"STORE"
"FV03769060",2013-10-18,78,"STORE"
"FV03984008",2016-12-25,1,"WEB"
"FV04130427",2017-01-29,33,"STORE"
"FV04284796",2016-03-15,21,"STORE"
"FV04306733",2016-03-21,44,"STORE"
"FV04452951",2018-04-11,41,"PHONE"
"FV04736832",2018-08-12,47,"WEB"
"FV04753335",2015-09-05,22,"WEB"
"FV04780908",2019-08-15,61,"PHONE"
"FV05051204",2016-12-12,33,"PHONE"
"FW00324358",2009-05-08,1,"WEB"
"FW00343579",2005-06-20,21,"WEB"
"FW00351730",2001-08-06,20,"WEB"
"FW00351931",2003-08-07,3,"WEB"
"FW00368233",2003-02-05,25,"WEB"
"FW00429015",2001-12-22,47,"WEB"
"FW00429216",2009-01-16,27,"WEB"
"FW00969405",2013-07-24,32,"STORE"
"FW01008048",2003-12-19,29,"WEB"
"FW01019117",2004-02-14,34,"WEB"
"FW01019319",2004-07-23,34,"WEB"
"FW01049407",2005-04-02,7,"WEB"
"FW01068628",2001-10-05,58,"WEB"
"FW01600867",2011-05-19,46,"STORE"
"FW01708442",2012-07-30,30,"STORE"
"FW01962235",2015-10-02,30,"WEB"
"FW01995242",2013-11-07,42,"STORE"
"FW02072325",2014-12-10,54,"STORE"
"FW02166114",2015-01-09,16,"STORE"
"FW02491354",2017-05-11,38,"WEB"
"FW02836218",2016-10-24,47,"WEB"
"FW03125735",2014-02-12,1,"WEB"
"FW03509040",2017-07-18,35,"PHONE"
"FW03613696",2016-08-19,73,"STORE"
"FW04066135",2017-01-14,36,"STORE"
"FW04377388",2019-03-18,65,"STORE"
"FW04653118",2014-08-14,3,"PHONE"
"FW04658753",2019-07-16,56,"WEB"
"FW04746906",2018-08-14,76,"STORE"
"FW04810405",2016-09-08,57,"PHONE"
"FW04884771",2017-09-23,50,"STORE"
"FW04937200",2016-10-12,68,"PHONE"
"FW04992346",2018-10-26,29,"STORE"
"FX00312294",2005-05-24,11,"WEB"
"FX00326081",2005-03-25,1,"WEB"
"FX00339867",2001-12-27,21,"WEB"
"FX00353654",2003-05-11,3,"WEB"
"FX00386661",2010-01-31,16,"WEB"
"FX00403366",2014-04-15,11,"WEB"
"FX00406083",2009-06-11,23,"WEB"
"FX00411718",2012-08-27,23,"WEB"
"FX00414234",2005-02-13,57,"WEB"
"FX00414435",2003-02-25,54,"WEB"
"FX00425505",2006-09-12,17,"PHONE"
"FX00802973",2014-05-31,42,"WEB"
"FX00852886",2012-01-07,4,"PHONE"
"FX00907831",2011-08-28,31,"STORE"
"FX00968612",2002-09-08,57,"WEB"
"FX00993267",2001-04-07,41,"WEB"
"FX01018123",2012-08-19,22,"WEB"
"FX01040060",2004-02-05,46,"WEB"
"FX01054048",2005-10-08,66,"WEB"
"FX01056765",2003-04-08,43,"WEB"
"FX01062199",2014-07-29,33,"WEB"
"FX01062401",2005-10-14,45,"WEB"
"FX01067835",2008-03-31,56,"STORE"
"FX01393075",2012-02-02,75,"STORE"
"FX01393277",2001-02-09,38,"WEB"
"FX01398711",2003-07-21,76,"WEB"
"FX01949969",2012-10-14,11,"STORE"
"FX02349778",2012-04-08,25,"PHONE"
"FX04111733",2017-01-27,57,"STORE"
"FX04117368",2015-02-10,1,"PHONE"
"FX04274454",2016-03-14,16,"PHONE"
"FX04503592",2014-05-19,1,"STORE"
"FX04525529",2016-05-12,22,"PHONE"
"FX04533882",2014-05-29,24,"WEB"
"FX04591745",2019-06-02,70,"PHONE"
"FX04914268",2017-09-30,73,"PHONE"
"FX04928055",2017-10-04,72,"STORE"
"FX04952911",2015-10-25,42,"STORE"
"FY00297714",2005-05-28,6,"WEB"
"FY00339074",2008-02-02,36,"WEB"
"FY00344306",2004-02-16,21,"WEB"
"FY00344508",2006-01-03,21,"WEB"
"FY00352659",2011-09-15,3,"STORE"
"FY00352860",2011-09-13,3,"WEB"
"FY00391503",2003-12-16,10,"WEB"
"FY00402169",2003-05-18,30,"WEB"
"FY00405088",2005-02-27,23,"WEB"
"FY00421591",2003-08-29,30,"WEB"
"FY00435579",2011-08-06,5,"WEB"
"FY00440812",2004-10-11,47,"WEB"
"FY00446649",2007-12-11,47,"WEB"
"FY00454598",2005-09-16,39,"STORE"
"FY00644892",2014-01-06,11,"STORE"
"FY00962183",2013-09-05,21,"WEB"
"FY00984121",2005-03-17,62,"WEB"
"FY01019845",2008-09-26,15,"STORE"
"FY01053053",2009-04-14,53,"WEB"
"FY01053255",2014-09-30,71,"WEB"
"FY01067041",2002-05-15,59,"PHONE"
"FY01110916",2009-09-20,37,"WEB"
"FY01331702",2012-02-19,52,"STORE"
"FY01701019",2016-06-30,47,"WEB"
"FY01830733",2012-09-03,64,"STORE"
"FY02225107",2014-02-06,1,"STORE"
"FY02304908",2014-03-07,48,"WEB"
"FY02536561",2016-07-16,3,"PHONE"
"FY02881022",2017-11-13,36,"STORE"
"FY02905878",2013-12-15,25,"STORE"
"FY02958509",2017-12-06,67,"WEB"
"FY04188224",2018-02-07,78,"STORE"
"FY04287447",2019-02-26,41,"WEB"
"FY04571328",2016-06-01,3,"PHONE"
"FY04623958",2018-07-10,46,"STORE"
"FY04659682",2017-07-28,40,"PHONE"
"FY04725696",2017-08-16,30,"PHONE"
"FY04855410",2015-09-28,41,"PHONE"
"FZ00324293",2011-03-16,1,"WEB"
"FZ00343513",2003-04-04,21,"WEB"
"FZ00368168",2009-04-12,25,"WEB"
"FZ00368369",2003-01-22,25,"WEB"
"FZ00395741",2001-04-01,13,"WEB"
"FZ00395942",2002-03-05,13,"WEB"
"FZ00404093",2003-12-14,36,"WEB"
"FZ00404295",2004-05-22,23,"WEB"
"FZ00415163",2002-02-16,64,"WEB"
"FZ00426031",2012-09-30,17,"WEB"
"FZ00428949",2004-01-27,47,"WEB"
"FZ00429151",2007-08-24,31,"WEB"
"FZ00434585",2005-09-10,50,"STORE"
"FZ00440019",2006-01-01,47,"WEB"
"FZ00748957",2012-04-23,50,"WEB"
"FZ01007982",2014-02-06,29,"WEB"
"FZ01008184",2010-03-02,52,"WEB"
"FZ01019052",2003-02-19,34,"PHONE"
"FZ01101771",2001-12-02,63,"WEB"
"FZ01110123",2009-02-09,37,"WEB"
"FZ01203912",2014-12-29,50,"WEB"
"FZ01250705",2008-04-27,38,"PHONE"
"FZ01394004",2005-04-12,38,"WEB"
"FZ01396923",2005-02-11,24,"WEB"
"FZ02053039",2015-11-27,16,"STORE"
"FZ02149545",2012-01-23,30,"STORE"
"FZ02212842",2016-01-22,42,"WEB"
"FZ02367210",2013-04-08,42,"STORE"
"FZ02640223",2015-08-27,50,"WEB"
"FZ03106449",2013-02-15,17,"WEB"
"FZ03368191",2015-04-30,60,"PHONE"
"FZ03483917",2014-07-28,38,"PHONE"
"FZ03489552",2017-07-11,62,"STORE"
"FZ03721004",2013-10-04,60,"STORE"
"FZ03757131",2016-09-25,49,"WEB"
"FZ04110146",2019-01-15,6,"PHONE"
"FZ04181796",2019-01-31,18,"STORE"
"FZ04203532",2018-02-10,22,"STORE"
"FZ04454607",2014-05-08,30,"WEB"
"FZ04460041",2017-04-20,56,"PHONE"
"FZ04526458",2018-04-29,47,"STORE"
"FZ04545477",2018-05-08,27,"WEB"
"FZ04639467",2018-07-15,42,"STORE"
"FZ04923348",2017-10-01,66,"PHONE"
"FZ05006067",2014-12-08,31,"STORE"
"GA00312820",2009-11-06,11,"WEB"
"GA00367966",2005-10-25,25,"WEB"
"GA00395539",2003-03-06,13,"WEB"
"GA00406407",2003-08-17,23,"WEB"
"GA00414760",2002-04-07,57,"WEB"
"GA00425829",2003-08-03,17,"WEB"
"GA00753787",2012-12-20,47,"WEB"
"GA00877865",2013-12-23,45,"WEB"
"GA00968937",2003-10-09,32,"WEB"
"GA01018649",2004-02-13,34,"WEB"
"GA01026800",2004-05-24,4,"WEB"
"GA01048939",2011-01-21,22,"STORE"
"GA01068159",2006-02-06,56,"WEB"
"GA01393601",2003-02-03,38,"WEB"
"GA01393803",2002-07-01,67,"WEB"
"GA01732830",2012-08-07,1,"PHONE"
"GA01959049",2015-09-29,14,"STORE"
"GA02267786",2012-03-05,28,"WEB"
"GA02353021",2012-04-09,8,"WEB"
"GA02361373",2012-04-13,8,"WEB"
"GA02570888",2012-08-24,6,"STORE"
"GA02791472",2015-10-11,60,"STORE"
"GA03138851",2014-02-17,64,"STORE"
"GA03152638",2013-02-28,50,"STORE"
"GA03276918",2016-03-23,57,"WEB"
"GA03356920",2015-04-24,25,"STORE"
"GA03425651",2018-05-06,35,"STORE"
"GA03489149",2016-07-16,7,"PHONE"
"GA03577302",2015-08-19,24,"WEB"
"GA03588573",2018-08-02,22,"STORE"
"GA03781584",2016-10-01,11,"WEB"
"GA04109743",2015-02-07,4,"PHONE"
"GA04173040",2019-01-28,30,"STORE"
"GA04225268",2016-03-02,35,"WEB"
"GA04429550",2019-03-28,68,"WEB"
"GA04572647",2014-06-15,73,"STORE"
"GA04630712",2017-07-16,47,"STORE"
"GA04713431",2018-08-06,24,"STORE"
"GA04878667",2019-09-10,30,"STORE"
"GA04901008",2014-10-16,3,"STORE"
"GB00297837",2003-02-05,6,"STORE"
"GB00311825",2010-05-21,14,"STORE"
"GB00325410",2004-12-31,1,"WEB"
"GB00325612",2011-04-11,11,"WEB"
"GB00336681",2011-05-18,42,"WEB"
"GB00391626",2005-06-14,10,"WEB"
"GB00391827",2002-02-06,20,"WEB"
"GB00394343",2001-03-01,13,"WEB"
"GB00402695",2010-08-11,30,"WEB"
"GB00421916",2001-03-24,36,"STORE"
"GB00452609",2005-11-12,39,"PHONE"
"GB00769698",2011-12-27,3,"STORE"
"GB00786202",2011-04-20,30,"PHONE"
"GB00992798",2001-02-27,41,"STORE"
"GB00992999",2003-06-16,41,"WEB"
"GB01050661",2001-03-25,26,"WEB"
"GB01053378",2011-06-13,71,"WEB"
"GB01053579",2005-07-30,71,"WEB"
"GB01061932",2007-01-14,33,"WEB"
"GB01108725",2005-06-26,28,"STORE"
"GB01111241",2001-12-28,37,"WEB"
"GB01224451",2016-01-05,10,"STORE"
"GB01359599",2013-02-20,17,"STORE"
"GB01455903",2015-03-15,21,"STORE"
"GB01461740",2012-04-03,47,"STORE"
"GB01789698",2015-08-07,54,"STORE"
"GB02007565",2011-12-09,76,"WEB"
"GB02233583",2016-01-29,3,"WEB"
"GB02649895",2012-09-15,30,"STORE"
"GB02735331",2017-09-11,43,"STORE"
"GB03694952",2016-09-08,57,"PHONE"
"GB04100396",2014-02-13,14,"WEB"
"GB04136321",2017-02-02,57,"STORE"
"GB04362138",2018-03-20,7,"PHONE"
"GB04370692",2018-03-23,21,"STORE"
"GB04547199",2015-05-27,41,"STORE"
"GC00297246",2005-01-24,6,"WEB"
"GC00338605",2005-10-07,36,"WEB"
"GC00343838",2006-11-16,21,"STORE"
"GC00344039",2010-03-21,21,"WEB"
"GC00352190",2005-12-31,3,"WEB"
"GC00360543",2002-11-27,19,"STORE"
"GC00396267",2004-12-19,13,"WEB"
"GC00407538",2007-04-11,30,"WEB"
"GC00429274",2005-05-15,27,"STORE"
"GC00429475",2004-05-18,27,"WEB"
"GC00434909",2002-04-18,50,"WEB"
"GC00435111",2004-12-28,50,"WEB"
"GC00440343",2006-09-30,47,"WEB"
"GC00716275",2013-10-29,8,"WEB"
"GC00785006",2013-12-07,11,"STORE"
"GC01019376",2010-09-09,34,"STORE"
"GC01019578",2004-03-23,15,"WEB"
"GC01038597",2014-10-21,60,"STORE"
"GC01049868",2014-09-05,9,"WEB"
"GC01110448",2001-07-30,37,"WEB"
"GC01491036",2013-04-05,72,"WEB"
"GC01601126",2012-05-13,57,"STORE"
"GC01868705",2014-09-03,78,"STORE"
"GC02337446",2016-03-11,36,"WEB"
"GC02461525",2014-05-12,44,"WEB"
"GC02577452",2015-08-07,6,"STORE"
"GC03465222",2013-07-11,63,"STORE"
"GC03484443",2014-07-27,31,"STORE"
"GC03652598",2018-08-16,44,"STORE"
"GC03953385",2014-01-05,50,"STORE"
"GC04261921",2017-03-04,47,"PHONE"
"GC04807947",2014-09-21,21,"WEB"
"GC04816098",2015-09-16,19,"PHONE"
"GC04816299",2015-09-16,37,"PHONE"
"GD00312754",2008-04-03,11,"WEB"
"GD00342843",2007-03-29,36,"WEB"
"GD00434116",2004-03-22,57,"WEB"
"GD00751004",2004-04-07,36,"WEB"
"GD00753721",2013-02-20,47,"STORE"
"GD00883435",2012-08-14,14,"WEB"
"GD00916643",2013-12-23,35,"WEB"
"GD00968871",2014-07-18,32,"WEB"
"GD00985374",2002-03-06,70,"WEB"
"GD00985576",2008-03-28,69,"PHONE"
"GD00993727",2004-06-07,41,"WEB"
"GD01018381",2008-12-07,22,"WEB"
"GD01038005",2012-10-31,52,"WEB"
"GD01040722",2013-02-04,46,"WEB"
"GD01054307",2003-02-28,53,"WEB"
"GD01057225",2010-10-07,82,"STORE"
"GD01062458",2003-03-21,45,"WEB"
"GD01109654",2012-08-22,13,"WEB"
"GD01393334",2015-07-21,38,"WEB"
"GD01677618",2013-06-13,56,"STORE"
"GD01815281",2016-08-02,41,"STORE"
"GD02298010",2017-02-14,50,"WEB"
"GD02366741",2013-04-08,3,"STORE"
"GD02427523",2016-04-11,35,"STORE"
"GD02540532",2017-07-11,10,"STORE"
"GD02606546",2012-09-02,48,"PHONE"
"GD03375873",2014-05-10,18,"STORE"
"GD03665389",2014-09-15,38,"WEB"
"GD03795103",2015-10-12,60,"PHONE"
"GD03803456",2018-09-25,62,"PHONE"
"GD04120344",2014-02-17,64,"WEB"
"GD04263844",2017-03-04,3,"STORE"
"GD04523071",2019-04-23,10,"PHONE"
"GD04580934",2018-05-26,1,"PHONE"
"GD04589286",2016-06-14,46,"STORE"
"GD04663653",2014-08-17,11,"STORE"
"GD04691226",2015-08-19,57,"STORE"
"GD04729868",2016-08-23,29,"WEB"
"GD05060744",2017-12-09,54,"STORE"
"GE00311760",2003-05-06,14,"WEB"
"GE00352918",2005-01-29,3,"STORE"
